ID	EN
3231323330393937	tell me my carpool reminders this week
3135333030383436	set an alarm in twenty minutes from now and one hour from now
3231333436353831	Who is free to talk
3136353035393733	set a repeating alarm for 7 am
3139383039313539	what's the best phone number for reaching Percival?
3231313432383237	Remind everyone in the group about the inter-corporate video chat that will be scheduled Thursday morning at 8 AM Pacific time
3231363333373634	Activate 'bed' alarm for 10pm
3138393934333731	Who is James
3232313332323830	call Ryann Small and Callie Mclean
3231363030383537	Schedule an alarm every Thursday this month
3231353436303331	Make a call to Cindie.
3231313530333836	Remind to do an oil change this Sunday.
39343638323734	Listen to Itty Bitty by Alan Jackson
39343931383232	Play R & B songs
3231343030363236	Remind me to get a new leash for my dog.
3231323430363337	remind me the appoinment with the bank
3231363431323834	What will the weather be like tonight?
3231363037323433	call Alexis my wife
3231323339373932	Remind me to set alarm tomorrow.
3231323930313130	Message Carlos that the high wind on the bridge to Jersey is dangerous. Stay on the lower level.
39343630323936	How long do I  fry egg rolls for
39353832303737	WHO WAS THE ORIGINAL ARTIST FOR THIS SONG?
39353135373536	start playing jazz
3231353534323735	Set a new alarm for 1st June at 9:45am please
3231313531353139	Remind me to sign the birthday card for jillian
3138393834313639	find people who are employed at Pfizer.
3232353735303530	send Ben on Messenger that sounds good
3138393739333937	Do any of my friends live on Miami?
3136343034313337	Postpone today's 15 minutes study timer
39343937383734	I want to listen to all of Christina Perri's album.
3132353637393631	turn off my google music
3231323837313332	Message Ashley to let her know I wear a size 8 for the dress.
39343832383637	What time is left on the current timer
39353632313036	Play cardio playlist
39343538333932	How do you make noodles from a zucchini
3231363031313539	Snooze 5 minutes
39343536323433	How can I make my own cheese
39343730343334	What are the top news events going on in the US
3231373130393031	Call Kendall Paislee Jimenez for me
39343931383534	Set alarm for 5:00 am
3139393739353630	what's up in downtown Kissimmee
39353233343938	Give me CNN headlines
39343630373333	Find me a recipe for a 200 calorie dessert
3231353438323238	Hold on the video call
39343838353837	end timers
3232353038313937	Initiate video chat Tom and his mother Lisa
3139393834343937	what is fun to do this weekend
3231393531353335	turn shuffle off
39343930393437	I want to hear some Jay-z
3138393836353538	Where does Sam live
3138393837363435	how old is dad
3139393830363737	what is fun to do friday night
3139393833303838	ceramics workshop in Albuquerque
39353537333531	Show me the news for today?
3231323332303937	Delete the reminders for the vacation shopping lists.
3231323334383436	Are there any reminders for tomorrow
3231363338363330	Weather for Argentina, thanks
3231333531383239	Switch to the incoming call after discontinuing the current call
3231363030393939	fix weekly alarm for Wednesday at 5am
3231323336393738	cancel of my reminders for tomorrow
3232333730383039	call the sister of Graham
3136343034353539	Find CNN article on voting restrictions
3136343035353231	Timer almost over
3231333531353735	Show busy status
3231343937323838	What softball matches are coming up Thursday
3231323832343035	ask Lynn if she can look into getting tickets for the Burgerbash event at the Golden Nugget next month
3132353933343835	is raining right now
39343733393832	Can you skip this song?
3138393931373433	Where does James work
3232353734353737	Send the Facebook message
3231323834353335	Send an e-mail to the farmer's market organizers suggesting they let Terry set up a stand.
3231323334353639	remind me to return the library books
3231363030353330	Set up 'medicine' alarm for 4 pm
3138393831383033	What college does Sarah studied
3231333532313337	New call, dial Kyle
3232333635353431	call Troy call Evan using Whatsapp
3132363034393435	I need to hear lullabies
3232353735313330	Has Tom sent me anything via WhatsApp
3231313531383439	Remind me to call Mary tomorrow at 3PM.
39353436313931	lunch break is 15 minutes, set timer
3138393734353732	Find friends of Chris
3231373530323630	Tell me where the last event is at
3135323930333830	Where did the earthquake take place
3138393837383630	how old is Kayla
3138393830383430	did  anyone I know get educated in another country
3231373131353231	I'd like to call Andrew Rowland Spencer
3135323932323436	Go ahead and set am alarm for 5 am
3139393830333433	What can I do in Antioch tonight
39343934383737	set alarm for 12:20pm
39343531373533	what is the recipe for lemon bread
39353133383131	Stop this song
3231313438333330	remind Mat to bring my fins to Bolinas for Sunday morning.
3231323330303738	Please cancel all of my reminders for the month of August.
3231313533363931	Can you remind me to dial in half an hour before today's conference call?
3231343937333235	Is there any sports match in November
3231323739333030	Message everyone that the Halloween party has been cancelled this year.
39343935303536	Is it going to freeze any night this week?
3231363334343834	Set me an alarm for Wednesdays at 5pm called 'squash'
39353638353637	Set new timer for 30 minutes
3231353537373530	what is the temperature in Newcastle?
3138393932343834	When did Alicia leave her last job?
3232333635383232	whatsapp call Destiny Mcconnell's cell
3231363039383239	Would you add in Mazie Echter?
3231323836323631	Message Marisol saying my aunt April will join us for dinner at Denny's.
3139393739363934	events in Vegas this weekend
3231353538333737	Please give me a weather update for 3pm
3231343630393130	Show first cousins birthdays
3231333535323334	video call Madison Nancy
3231333531333237	Dial Mom
39343532363635	Help me find some dessert recipes
3231313433373839	Create reminder to file my taxes before 3pm.
3232313330353632	Have Kelly taken off the group call
39353538313332	Give me a world news update
3231323430353339	Show me the reminder for the house tour.
3138383931333232	Find a recipe for toll house cookies with pecans
3231343631323532	Show Clara Ross Usina fathers in law birthdays to me
3231353539373431	I need to know how cold is it outside
3231323339373530	cancel all my reminders
3138393832393134	Who works in Venice
3139393833323434	Anything to do this evening
3231353538383939	What's the weather forecast for Glasgow next weekend?
3136343034393935	are protests still happening in charlottesville
3231323336313339	remind me to pick up john
3232353734373938	Send that Facebook message
3138393830383239	Who went to Chicago Tech?
3231323239393436	Set up reminders for all my private students to arrive 15 minutes early.
39343632323635	How much flour is needed
3138393835323538	Can you please list Tara's postal address at work?
3139393833393331	concerts in San Jose
3231363337343339	Sleep for 5 minutes
39343834343335	can you please set timer for 15 minutes
39353430303639	When will the timer be done?
39353137363637	Read the funniest news title from today
39353432373336	Show me headlines from MSNBC
3232323831313732	Play The Acacia Strain.
3231363331373832	I need to see my alarms.
39353034313334	give me the news update for around the world.
3231313532333438	Delete the reminder for girls night tomorrow at 5 pm.
3138393837333737	How old will Kate be on her birthday?
3231323332313931	show all the reminders with my sister for the month of december
3134313538383936	How cold is it this weekend around Paris in degree Fahrenheit
39343738303632	I want some new age music
3232353832383535	can you please send message to the my neighbors thread
3139393839383038	Concerts in Burbank this weekend
3231323330323137	Are there any pet reminders I have set?
3231323238323432	where is my next reminder going to happen
39353036323833	give me a news update on Atlanta Falcons
3139393738393831	Anything happening in the stockyards tonight
3232323232343239	Share that art event with Jocelyn
3139393830323631	What events are going on in Troutdale tonight
3231353535363930	I need you turn off the alarm
39343531373337	How do you peel a carrot
3231373530333536	could you show me some other events
39343539383236	how to make homemade brownies
39353736373736	Pause song
3232353832373635	please send Audrey and Vlad message
3139393833343739	Top things to do in Orlando in the next week
3231323333313137	delete my earliest reminder
3231323232363933	Change my reminder to 3 pm instead.
39343836333936	Play more of my classics playlist.
3232333635333835	call Lillian Christian from my Whatsapp contacts
3231313437383733	Remind me to call grandma on Friday
3136333337343533	When is Donald Trump's next press conference
39353531383136	what news is happening in florida?
3139393835373035	Where are the best events for live music this weekend
39353036353335	New alarm for tomorrow at 10:30 am please
39343530373538	what is the ingredients are in quesadillas
39353734303632	Give me the latest global news.
3231333534383337	try calling Brandon Holland
3135333032303539	How much time is left on my afternoon alarm
3136343034313935	give me us news
3232333730363339	call the father of Peyton Jensen
3232353139323235	remove my brother from this call
39353233363036	what's the maximum temperature tomorrow?
3231353939343233	Update my wakeup alarm to 5am
39343936303537	Set my timer again
39353131313336	any new animal news stories
3139393231333634	does Julia Carvey have a stepbrother?
3231303134313033	Video chat my husband.
3139393739333433	Things to do in Rochester this week
3230303431303731	unlike this track right now
3231313531363733	Set a reminder to send a gift from Edible Arrangements for Sammie and Wiff on August 4th at 8am.
3231323233363132	Can you set a reminder for an hour before my test this Tuesday?
3135323839303030	Top three local headlines please
3139343333393233	is pete wentz bipolar
3139393736363939	Car shows happening soon
3231333039393632	phone a sisters
3139393835373036	Are there any fun things to do this week
3139393839323535	anything cool happening in my area today
3231333436373131	hang it up
39353735313130	Extend alarm by 20 minutes
39343832313039	Please read local headlines.
39343537343138	What's the best macaroni for mac-and-cheese
3231353232303933	make a playlist called Trap Land
3231323831333030	Send a message to my Aunt and ask if she has seen Grandpa lately.
3231323738323531	Send a message to Bob and find out if he's coming tomorrow and what time
3232313938333839	make my You aren't done running till this goes off timer 11 minutes shorter
3135333031353838	remove 1 hour from my timer
39343532363634	What is the best way to make scrambled eggs
3231333533363736	add Janice to call
39353035393638	Last minute world news
3231333430393130	Add David to the phone call with Toni
3139393738323035	What did I miss yesterday
39343837383734	Any severe weather in the forecast?
3231303134393636	DO not answer calls from Shirley
3139393839343934	What's happening the last weekend of December in Detroit
3231323234323938	I don't need the reminders to pay the cable bill anymore.
39353139303335	what is currently trending in news
3136343035373036	Timer Time
3231353531323137	set me an alarm called 'get up for work' at 7am tomorrow morning
3232323831323337	Play me some Childish Gambino
3231363031383832	Please set an alarm for 4pm.
39353735333831	Is it hot in cancun
3139393739343332	What can I do in New York this weekend
39343730383436	Set a timer for 2 and a half hours from now
3139393838353233	Things going on in Ft Worth this weekend
39353637333935	temperature tomorrow in Dallas
39353637313938	Play some country music please.
3133323737313532	How many calories in chicken thigh
3232313536373030	WhatsApp call Debra
39353636373430	I love this song!
39343738353233	Read me the news around my town
3232353138373539	i'd like to touch base with Madisyn
3231323237313032	Remind me about my vacation in Austin, TX in two months from today.
3232343532323038	I don't want to go to Katja Petrowskaja: A Family Story Between Memory and Forgetting
3139393837363935	Is there anything going on in Naples, FL this weekend
39353632393038	Latest breaking news
3232313933393130	try calling Joanna with Messenger
3138393933313530	Who is Diane?
3231313731373135	What friends have birthdays in June?
39343838313237	set a timer for the chicken in the oven
3232343531393333	Whatsapp as my default for calling
39343738303337	Tell me this weeks weather forecast.
39343535313630	unique recipes for lasagna
3231313437323135	Delete my movie reminder for Saturday.
3135333030383631	most recent news in seattle
3232333239323831	we are gonna call Amanda
3232353332313438	call Karl
3231333534393739	stop calling Logan O
3231313439333937	Remind me to pick up my dry cleaning
39343535353637	calories in cupcakes
3231363735353635	Make me unavailable online
3231323233353939	What time is our sewing club meeting reminder set for?
39343932313432	When is the next time it is forecast to rain?
3231333532373033	Tell me who I know that is online this very minute.
3231353534303835	Sleep ten more minutes
3232313933363332	try calling Jennifer Curry with WhatsApp
3138383931373439	how long should i cook pizza
3138393934383539	I want to know more about Jack
3231323233383430	please display all of my the reminders for my wife and I
3231363335353532	make my alarm go off on monday to friday 7am
39343838383135	please show me the temperature
3231313532333331	Create a reminder for my dentist appointment at 1pm tomorrow
3231363736323031	convert this audio call to video
3231353233343431	Can I listen to Ella Mai's last album
39353533393639	Open up top stories
3232353834303230	text happy new years to Steve and Steve
3231353439373531	Do I have any alarms for tonight?
3231323334353435	Create a reminder for dinner with Janice for Tuesday night
39343534343237	Tell me a smoothie recipe
3232323831373430	Play Steely Dan.
3232353734373935	Show me texts from Ian on Facebook
3232353331323533	make a call to 4915552125 on WhatsApp
3135333030353234	Who won the Mega Millions
39353731303836	What will the high temperature be at Wells Maine today?
3231363333333136	Set me two alarms for Wednesday being 9am and 10.30am
3231323335393038	I need a reminder to wake up husband at 7:00 am
3138393931393930	How long has Rachel been at Hilton?
3135323933323033	Read me the top news headlines
39343931333739	how much does it snow in Alaska
3231363735333439	Please show me all my missed calls today
3231373233393931	I would like to send a video
39353531393333	Set the timer for 50 minutes
3136343035303335	For timer, set it to go off in 30 minutes
39343532313530	I want a good recipe for cole slaw
39353337343931	will it rain soon?
3132353834323132	go to track 3 please
39353233323230	Is today a jacket kind of day?
3231333532343434	make sure i'm unavailable
39353438383237	what the top story from the new york times?
3232343330393134	set two timers one for seven seconds one for 30 minutes
3139343332363139	Where did Adele go to college?
3138393738363734	do i know anyone from california
39343731393137	Disable my alarm please
3231343030323931	Send message to Kelly
3138393834343030	Do I have friends that work for Yahoo?
3139393833343732	upcoming events in Jacksonville
3232353833303936	please send the biology class group
3231323332393235	please delete every lunch reminder i have with clark for next month
3231363038343338	set an alarm for 0650
3139393833343835	What's there to do at night next week in Oconto
3231323831363238	Can you read me new messages?
3231363031373435	Alarm Friday 6:45am please
39353334363931	Should I wear a heavy coat or a light jacket outside?
3231353438373630	Make me an alarm for tomorrow morning please
39353631323739	stop the timer please
39353531313335	temperature for tomorrow
3231353438373639	Make a new alarm for tomorrow evening.
39353135303434	set an alarm for 7am tomorrow
3231353439333838	Cancel every alarm I have set.
3138383931393534	how long should i boil corn on the cob
39353530363131	POLITICAL NEWS HEADLINES PLEASE
3231323830343636	Message Mom that I'll call her later
3232353833393537	send that video to Jose, Gina, and Jose
3232313731303138	i want you to record a video message for Heather Trumbo since she is not available now
3231323333303130	can you show me my reminders for the taxes
3231363137393635	hang up on Kane
3230393939343638	is Sunday to have sun?
3133343634343438	Show me recipes on how to make kale greens
3138383934383438	What is the best way to cook chicken breasts to ensure they aren't dry
3231313437393633	What are my reminders for  2 PM next week Tuesday?
3139393839363739	Comedy events in LA tonight
39353538323434	Let me hear the news on O.J. Simpson?
3135323932313230	Give me a brief overview of top US stories
3232353331343233	dial 555-0522
3136343339313732	find a good chocolate dessert
39353337393838	How many nights this week will we drop below freezing
39353631373234	Latest news updates please
3231373538303931	call George number one
3231333435363437	tell me which contacts are available
39353633353033	How high is the snow outside?
39353736393339	Shut off timer, please.
3231313534353333	Remind me to check the whether on Saturday at 9 am.
39343738383137	Pause the timer I just set.
3232333436323038	would you resume my Pasta timer
3231323333353633	What do my reminders look like for next week?
39353432353430	open pandora and look for latin music
39353830323639	Add 7 minutes to my timer.
3231363030343636	Alarm next Tuesday to get the package at 6pm.
3231353534323736	Make an alarm for 25th May at midday
39343632343231	How long do I need to cook ground beef for
3231323337393831	Remind me to buy toothpaste this afternoon
3231323833313337	Tell Jack I did not get the folders please resend
39353739383934	Play Broadway songs.
3231353537363230	please tell me the new york weather forecast
3138383937383433	How much fiber is in spinach?
3133343130373735	What kind of dinner recipes can I make using peanut butter
3231323333373730	Show me homework deadline reminders.
3232353138353132	Begin call with Briana Sherman and Angelique Mcclure on Messenger
39343734373533	please read the details about bill cosby's court trial
39343539323037	find me a recipe for garlic bread
3135333032343338	READ ME THE NEWS HEADLINES
3231323237323936	find me my reminders about homework.
3232323731353638	please set spotify as my default
3232313731313737	I need to record a video message for Blakely
3232353332333832	call Judy Collins
39343533313334	Do I have to use butter
3232313933363637	on Messenger call James Petersen
3231353835393835	open iheartradio and play WKTU.
3138393834313632	Find friends who work at Disney.
39343939313930	no country music ever
39353534373238	Read me all headlines about North Korea
3231323332353930	Remind Mason to do his trumpet this Saturday
3231333431353531	call mom now
3231363032333730	snooze 5 more
39353638313432	Replay current song.
3231323238303530	Change my grocery list reminder from eggs and butter to pancakes and soap.
3135383731343736	Is Steve Bannon still alive
3139393930313839	what is going in Orange Park this weekend
3231353436393031	Did John call me today?
3231313536333632	remind me to send in my tax information to the IRS on the 15th of august
3231323234333535	remind me about our trip to Tucson on Wednesday instead of Friday
3231353437353934	Is Bob available online?
3231323431363836	delete reminder to call doctor for appointment
3231313536343632	Please delete reminder for tomorrow's 5pm video tennis team meeting.
39343830303237	Play some blues for me
39343935353132	Set an alarm for 2 minutes please
3139393832383835	Is there anything interesting happening next week in my area
3231373534343434	current temperature bursa turkey
3231373233323736	I want to video message Hayden
3231353534303235	Snooze the alarm now.
39343535323130	I want to cook pho, what do I need
3135323933323136	Add another 5 minutes to the timer
39343836363039	Please play Motown music
3139393835333831	are there some punk bands having concerts this weekend in Georgia
3231323339393035	remind me the appoint for the dentist
3133343634343837	How many sticks of butter for sugar cookie recipe
39353339373136	What is sunday's high?
3231363334343531	Make alarm for every monday at 10am
3133323737313832	how do i cook a turkey
39353630383436	what is the dew point today
3231323338333833	How many reminders do I have?
3132363137373038	Can it ever be too cold to snow
3231323833333634	Tell Jimmy the puppet show will be tonight at the local elementary school.
39343939303434	What's the temp outside right now?
39343531383733	How many calories are in a chocolate cake
3231343937363335	What sports games are happening
3232333730353339	start calling the grandpa of Rosalie Joseph
3134313539393835	Is it going to be around 73 in degrees C in Madrid this weekend
3231323239343937	Did I set up a reminder for the dog groomers next month?
3232353138373738	touch base with Isaiah
3232323232323733	Can you get more events similar to Children's Fest please?
3139393831363134	What's happening in Baltimore tonight
39343631303430	Is lemon or lime juice better for guacamole
3231313432353235	remind me to email mom that recipie for cookies
39343532343736	how much hot sauce should I use for this chicken wing recipe
39353030333733	play that tool song again
39343738333139	Set a timer for 15 minutes again.
3139393835313731	what is going on at lake lanier this weekend
39353633393135	set time for two hours and ten minutes
3139393834363537	what is going on in Denver thursday night
3231313437323037	I'm baking cookies in the oven, can you remind me to take them out in 25 minutes?
3231323837313030	Send a message to Dakota and wish him a happy birthday.
39353638363033	play ed sheeran new album
3231353937323635	How's the weather this weekend ?
3138393935333837	Taylor's dad is who?
39353434333438	I want to listen to Jay Z's latest album
3231363338393937	Will it rain on Saturday?
3138393831313932	Which of my friends attended KU?
3231323831303239	Keep reading Messages
3231323431323237	Change the time of my last reminder
3231353437303938	What time did Sam videochat with me yesterday?
3232313731303434	i'd like to leave a video recording for Clara U Meringolo
3231393232373235	please show my friend on the screen
3232323731353932	stream music through google play music only
3231323237333436	Set new reminder for movie screening on Tuesday at 7pm
3231313435343931	set me a reminder to email dad tomorrow at 5pm for his meeting
3231323232373631	Move our reminder about Aunt Thelma's birthday to next Monday.
3135323937373034	Get news from the Washington Post
3132363139373338	play something from the 90's
3231323430353336	Show me all my reminders for this week.
3138393739343937	How many friends do I have that live in New York City
3134313538393434	How hot is it for San Francisco next week degrees C
3231363338303037	will it be cold tonight?
3232353833373833	text happy new years to Kelly and Tony
3231323233373830	Show me all the reminders I have set for fantasy football drafts
3231323335383335	I don't want to forget to charge my phone
3231353436363138	make a call to ollie
39343838333932	Cancel my current timer.
3231323433333334	Show me the news from the New York Times
3232353832313839	get me my video messages from my grandmother
3135323932323235	Give me a financial update from Wall Street
39343635373732	re-play previous track
39343835313636	Is it cold Outside?
3132353833333733	Shuffle all my radio stations
3231323236323331	Take the brunch reminder off my calendar for Sunday
39343535313036	how to make ice cream at home
3231323735393936	Please message Cricket and tell her Happy Birthday.
39343937393330	Make a timer for 30 minutes.
39353435323732	Are there any weather updates I should know about?
3138393837303238	Does Kathy work in High Point?
3231333531383731	read a list of who's on
39353238303338	I need the news
3231363337343038	I want a new alarm
3231323336303839	set a reminder to request vacation tomorrow at 9
39353334373837	is it raining in London
39353733333032	Is this a good travel week?
39353435363234	set an alarm for 10 am tomorrow
39343632383133	What is the baking temperature temperature for chicken breast
3231343839343331	add Charity Starchman
3232313536383033	start a Hangouts call with Mary
39353132363534	Is it supposed to rain in Marshalltown, Iowa next week.
3231353530323830	show my all of my set alarms please
3132353637343336	spotify play hip hop playlist
3138393931323933	Has Danielle ever worked for NHU?
3231353538373832	Give me information about what the weather will be like in New York next weekend
3231353531383835	Repeat alarm Wednesday 4pm for 5 weeks
3231363333373636	Activate 'wake me' alarm for 7am
3231323330393939	remind me to call the pool cleaner thursday
3132353933313032	How cold is it in Washington State
3138393835333733	Does Larry live in San Leandro?
39343532343635	do you have any good recipes for pho
3138383931303734	Do I need a pinch of sugar for tomato sauce
3139393739353533	What concerts are coming to Sacramento
39353230363032	how long has the timer been running?
39343930393531	Set an alarm for 4:45 am
3135383731343237	recent news on los angels crimes
3231333339363034	Patch Alex into this call
3139393839373238	Events in Atlantic City tomorrow night
3232353833353935	send the text to my siblings
3231313436363334	Remind me on October 5th to make hotel reservations for the trip.
3138393933313739	What are Rachel's favorite TV shows?
3231353531383737	Make me an alarm to go off every Tuesday at Noon for 4 weeks
3138393832363435	Who works for savannah pd
3232343436343739	Has Dahlia messaged me today?
3231343631333730	Whose birthday is on the 29th of September?
3231333533303735	who is still online?
3138393932353438	When did Julie start working for Sam's Club?
3138393836353730	where does Kade work
39353235353331	Shuffle the channels.
3135323839323236	What are the top headlines for national news
3231363333373135	set a lunch time alarm for noon
3135323839313239	What is the headline on the New York Times
3232353833343035	can you please send video message to Jeff and Jim
39343732343636	How much do I have left on the timer?
3231353439333839	Stop my alarms from ringing.
3232323230333436	Find Gucci Mane covers.
3231323338343033	do i have any reminders?
3138393832333133	Who graduated from HBC in George?
3231353436323237	Get me mom
3231313531323031	Can you remind me that I have a hair appointment on Saturday at 3pm and send the first alert three hours prior.
3231353032373135	get me my friend Walker
3136343034333035	Give me an update on the flooding in Houston
3231323337323830	remind me about doctor's appointment next month
39353736333939	Give me a new song.
3231323331373436	Delete all of my reminders related to swim team buddies activities.
39343930353731	Is it raining by my office
3231323330333337	Change my reminder for my doctor appointment next Monday to Tuesday.
3231323336393835	delete reminder to pick up milk
3231323239343435	How do I delete my reminders
39343536313530	Ingredients to make healthy homemade fries
3232323232353732	show me popular events
39353439343937	What is the temperature in Mexico City?
39353233343130	how long is the timer set for
3231323239353735	Delete all reminders.
3133323737323036	Ingredients to make a mushroom risotto
3231363336343533	Alarm 2am.
3231313433383333	Remind me to call the dentist tomorrow morning at 930.
3231363430343930	And the weather is?
3232343330373135	tell me the forecast for an entire week
3138393836373233	What is John's new home address?
3231333532343336	let's see who is available
39353637373737	will it be cold enough to wear a parka this winter?
3232353833393832	Get my video messages from Celeste and Dentist Jane
3139393738363839	movies in southington tonight
39343630323638	I need a recipe for vegan chocolate cake
3231323239333637	remind me about danny dentist appointment at 8 on the 13th and set an alert for 1 day
3231363039343938	text Derek cool
3231323933303431	text uncle tony and let him know I will be there by noon according to the navigator
3232313730393731	Record video message for Stolarz Irmgard
39353038393733	Set an alarm for 6am.
3231323239333038	please remove all game night reminders for January
39353139353536	what track is this
3231373233393532	reply with a video
3231333534323833	Call bride
39353831313535	please skip this song
3231363038363335	set an alarm for 5h25
3231323430333737	what are today's reminders
3231353537303437	Give me the weather forecast for 3rd May please.
39353734373234	Modify timer to reduce timer for 50 seconds
3231323739303536	Did my cousin message me today?
3232313731303836	Record video message for Thomas
39343632393636	Find me a recipe that using burger
3232343436323439	who sent that last message
3232333635363032	call Valeria Walter call Madden Leonard in Whatsapp
3139393833343738	sports events in Jacksonville this weekend
39343737313337	Please play me some Rolling Stones.
39353432333934	is there a special weather advisory?
3231353437343837	Add MARIO to the call
39353532323535	What's the weather like for the next week?
3231363337373333	Another 10 minutes
3138383932393131	What type of pan should I use to bake a pizza
3231323332343236	show me my dinner reminders for this week
3232323831333539	play damn damn damn
39343537363630	How much dry oregano can be used in place of fresh oregano
3231363037363434	bring up some of my past calls with riley please
3134313539393435	Is it going to be above 63 in degree F paris tomorrow
39353439353136	It's cold what's the weather?
3232333437373839	please add five minutes to the You aren't done running till this goes off timer
3139393836363637	What's happening in Las Vegas New Year's Eve at 11:00pm
3135333030313832	Read me tonight's news headlines
3231363733383539	call my lass
3231353535353532	Shut up your voice dear alarm.
3231333938353234	Cancel my reminder for picking up my husband's dry cleaning, he can do it himself, the jerk
39353737353637	set timer for my travel time
39343936393634	What does the weather look like tomorrow?
3231333531353736	Please put me as unavailable
3231323234393332	remind me to change the time for time change
3231333130383031	ring moms's phone
39353434353432	How many inches of rain did Slaton get today?
3138393833383433	Find who works at Bradesco Bank.
3132363036313030	WHO IS THE GREATEST DRUMMER OF ALL TIME
39353236373034	show all alarms set
3231363333363730	New alarm to wake me up
3138383931333731	Find pie recipes
39353536303030	I want to know the current news related to Bears Ears national monument
39353435333231	Set an alarm for 10 at night.
3232343532353338	going to The Olive Festival
3135323936303533	What active alarms do I have currently
3132383135313936	How do I make mashed cauliflower
3231353535393938	Will it be a hot one today?
3231323235363337	cancel all trash take out reminder
3231343937353032	Are there any tennis matches happening soon
3231333131383436	get my grandsons on the phon
3139393231333332	Find Ashlee Brown's mother
3231333532373931	Tell me who I know that could be online
3231363734383736	What time did the school call me today?
3231353534303532	Put snooze for 10 minutes
3231313439343332	Setup a reminder to video chat my sister tomorrow.
3232353832393037	I need you to message Steve
3231363337353638	pause alarm for 5 minutes
39353039393232	reset timer and change it to 20 mins
39343738343230	what is the temperature going to be this afternoon
3231363735313937	Who called me at 3AM?
3139393832323231	Is there anything to do this Sunday
3134313539323035	How cold is it at Shanghai in degrees Fahrenheit
3231353436303332	Dial my aunt
3231323834353035	Message Trevor and tell him we will be in Ohio on Tuesday the 19th.
3231323233373236	Show me all of the reminders for work this week?
3231343839343633	add Mackenzie
3231323231373537	Change reminder to have my car repaired from Tuesday to Thursday and make the appointment earlier
3232323831343230	play Jeezy
39343939363939	Time left on timer?
3139393838393738	Whats going on downtown this week
39343534343332	How to do you cook chicken queso casserole
3138383931353835	how much hot pepper should I use for a mild sauce
3231313435303632	Remind me to get an oil change on Friday at 10 am
39343630393231	what is in alfredo sauce
39343834313439	whats latest crime news
3231313534393435	Can you remind Bob to take the trash out on Friday?
39353337343438	Pause timer for now.
3138383935343638	Play E-40's new album
3231323334353437	remind me to compare prices on internet service next week when my contract is up
3231323735353435	ask dad to send me the videos he showed me earlier
3132363338373433	what are some ideas for kids lunches
3231353138333937	call Ahmad Cachu right yes
3133323737373335	How do I make lasagna
3231353539373733	What's the temperature right now?
39353730333432	Will it snow on Saturday?
3231323234353538	Remind me that everything is beautiful
39353439363832	is it snowing in toledo
3231323334343539	When is my reminder for the dentist
3138393832353830	Do I know anyone who went to Yale?
39353831343636	What's the forecast in Destin, Florida next weekend?
3231323833363134	Ask Becca is she wants to go to Harbor fest in Oswego
3133343130333431	What are the ingredients in The Worlds Best Lasagna recipe
3232343534323136	can you start a video call
3232353833313737	please send my family video message
3138393836353936	What is Amanda's home address?
3231353533343937	Start monthly alarms for Tuesdays at 6 am and 6 pm
3231323336383835	Remind me to pay rent Wednesday
3138393734363335	Dads friends names
3231363336303330	Set alarm to go off in ten minutes
3135333035323732	is it warm in mountain view
39353535343838	how long before my alarm goes off?
3138393831333737	Did any of my friends attend UW-Waukesha?
3232323232363439	please change my Vacuum timer
3139393838393136	Parties in Minneapolis tomorrow
3132363135303732	What was that last song
3231313439343336	Remind me to wash my hair this Saturday.
3138393833313938	The name of my friend that works at Starbucks
39343834363932	How much time do I have left on my timer before 7 o'clock?
3232343533303036	mark me as not going to Open Stage NYC
3231323337323938	Change my reminder from tomorrow to, today at 5pm
3138393831323030	Which friends' alma mater is KU?
39343537343335	What ingredients are in Ice Cream
39353636323234	please read me the top headlines
3231353536303835	Please tell me about the weather in Milan
39343535303730	how many calories in one brownie
3231333533343837	add stepmother to call
3231373232313437	let's call Uriel using WhatsApp
3231313531393136	Delete my tv show reminder.
3232333635363839	call Piper Chavez through whatsapp
3232353832333132	show me texts from life partner Emery
3132363134393637	Please play some hip hop music
3231353537353934	Can you give me the weather for Captial District of New York?
3231323831393035	Wish Ken a Happy Birthday
3231313530333639	Remind me to get my computer fixed when I return from vacation.
3231353232313436	play Happier the album
39343930303030	Is Overland Park getting snow on Thursday?
3138393835343639	Find Sam's work address.
3231313434313739	Set a reminder to call uncle Anthony tomorrow at 7 pm
3231313534353434	I need to call Alex this afternoon; can you remind me at 12pm?
3138393834323735	Who works with Judy at Gage County?
39343638393830	I want to hear the next track
3133343138373034	I'm looking for a pesto recipe
3139393834353138	Are there any concerts coming up in Fargo, North Dakota
39343534303738	How long do I need to bake sweet potato fries for
39353139353038	play baby einstein on spotify
39343632333130	how many zucchini do you need for zucchini bread
3231313531303238	Remind me to pick up Chineses food today
39343631363832	what temperature does this need to be at
39353139303737	play my country station on Pandora
3136353036323539	Put my alarm to go right to snooze tomorrow morning
39353130323435	When did OJ Simpson get out
3231373131303735	Call Mary M Welch now
3232353832333433	grab my texts from my partner Brooklynn
3232353331343237	i want to phone call 4085556205 on Skype
3232353832303338	grab messages from my grandma Heaven
3231323832383331	what was tiana saying this morning
3232353735323239	Send message via Messenger
3231323238343936	Change all reminders on Sunday morning to Monday night
3231373234303033	I would like to message a video message
3231363332303831	my next alarm is what time
39353633333536	Get Travel ban news
3231333532393234	People online.
3231393530373635	weather prediction on 19 may 2000 in ica
39353633313733	Is it supposed to rain on Thursday?
